"SU","transect","min","Date","Time","Mode_num","Mode","V","A","W","log_W","Ah","mAh","Wh","Latitude","Longitude","EKFlat","EKFlon","DVLx","DVLy","DVLlat","DVLlon","Altitude","Depth","Depth_Source","Heading","Velocity_mps","Width","Area_m2","Distance","NEDz","VFR_alt"
481,"0",8.02,"10/8/2025","10:16:02",2,"ALT_HOLD",13.646875,1.393097826,19.01125065,1.3012742317357,0.535,535,7.194444444,47.62604,-122.3751145,47.6260426,-122.3751265,-9.374164581,20.96621513,47.62602954,-122.3752835,5.42434766,-3.089999914,"VFR_alt",128.466942,0.066073706,9.451514862,64.47618142,0.084990258,4.073103428,-3.089999914
482,"0",8.03,"10/8/2025","10:16:03",2,"ALT_HOLD",13.62861957,1.565108696,21.33024739,1.34889353451419,0.535,535,7.194444444,47.626041,-122.3751129,47.6260427,-122.3751257,-9.37153244,21.02451324,47.62602956,-122.3752827,5.319891056,-3.210000038,"VFR_alt",129.8339793,0.039900706,9.269507144,62.02140599,0.058357501,4.193084717,-3.210000038
483,"0",8.05,"10/8/2025","10:16:04",2,"ALT_HOLD",13.65006452,1.356129032,18.51022968,1.29026238206338,0.536,536,7.194444444,47.6260389,-122.3751137,47.6260426,-122.3751247,-9.380309105,21.09934616,47.62602948,-122.3752817,5.183924683,-3.299999952,"VFR_alt",129.9489357,0.031285704,9.032596038,58.8857781,0.075345837,4.292092323,-3.299999952
484,"0",8.07,"10/8/2025","10:16:05",2,"ALT_HOLD",13.6525,1.290271739,17.61519087,1.26986749359566,0.536,536,7.194444444,47.6260402,-122.375113,47.6260425,-122.3751238,-9.3907547,21.1720047,47.62602939,-122.3752808,5.105108484,-3.369999886,"VFR_alt",129.6169424,0.057057729,8.895264783,57.10925184,0.073405543,4.359055519,-3.369999886
485,"0",8.08,"10/8/2025","10:16:06",2,"ALT_HOLD",13.65039894,1.281010638,17.48682654,1.26686236629965,0.536,536,7.194444444,47.6260411,-122.3751115,47.6260425,-122.3751228,-9.385879517,21.24452972,47.62602943,-122.3752798,5.039468004,-3.399999857,"VFR_alt",128.8194695,0.051081431,8.78089122,55.64915202,0.072688696,4.393217087,-3.399999857
486,"0",8.1,"10/8/2025","10:16:07",2,"ALT_HOLD",13.63928495,1.397741935,19.06487962,1.30243655851159,0.537,537,7.222222222,47.6260411,-122.3751121,47.6260425,-122.3751218,-9.382716179,21.32022858,47.62602946,-122.3752788,5.024999857,-3.399999857,"VFR_alt",127.9244775,0.046881576,8.755681569,55.32999094,0.075764919,4.394132137,-3.399999857
487,"0",8.12,"10/8/2025","10:16:08",2,"ALT_HOLD",13.61925397,1.95984127,26.68819317,1.44229461620417,0.537,537,7.222222222,47.6260408,-122.3751115,47.6260425,-122.375121,-9.375237465,21.37747955,47.62602953,-122.375278,4.998888765,-3.439999819,"VFR_alt",129.3888582,0.052827073,8.710184969,54.75722285,0.057737384,4.429255962,-3.439999819
488,"0",8.13,"10/8/2025","10:16:09",2,"ALT_HOLD",13.61895652,2.323858696,31.64847571,1.51386290977069,0.538,538,7.222222222,47.6260395,-122.3751115,47.6260425,-122.3751204,-9.379623413,21.42292023,47.62602949,-122.3752774,4.927771719,-3.529999971,"VFR_alt",135.3732769,0.023927333,8.586268904,53.21185616,0.04565185,4.514358521,-3.529999971
489,"0",8.15,"10/8/2025","10:16:10",2,"ALT_HOLD",13.60396386,2.358493976,32.08298271,1.51960465795723,0.539,539,7.25,47.6260342,-122.3751145,47.6260424,-122.37512,-9.403609276,21.4568615,47.62602927,-122.375277,2.713011943,-3.659999847,"VFR_alt",137.9889232,0.011787901,4.727217779,28.7909368,0.041561176,4.634521484,-3.659999847
490,"0",8.17,"10/8/2025","10:16:11",2,"ALT_HOLD",13.59578307,3.210952381,43.65619582,1.64988172355514,0.539,539,7.25,47.6260347,-122.3751135,47.6260423,-122.3751193,-9.415716171,21.50813293,47.62602916,-122.3752763,4.684285661,-3.849999905,"VFR_alt",137.8092793,0.010871116,8.162012894,48.08480243,0.05268147,4.827000141,-3.849999905
491,"0",8.18,"10/8/2025","10:16:12",2,"ALT_HOLD",13.6028913,2.847336957,38.73095207,1.59912897214807,0.54,540,7.25,47.6260347,-122.3751123,47.6260423,-122.3751186,-9.411231041,21.55917931,47.6260292,-122.3752756,4.500326058,-4.089999676,"VFR_alt",137.3232189,0.020159463,7.841477223,44.38564753,0.051243033,5.059425831,-4.089999676
492,"0",8.2,"10/8/2025","10:16:13",2,"ALT_HOLD",13.60242623,3.200983607,43.53861607,1.64873671825482,0.541,541,7.277777778,47.6260344,-122.3751123,47.6260423,-122.3751179,-9.401257515,21.61470413,47.62602929,-122.3752749,4.282568069,-4.319999695,"VFR_alt",131.8878279,0.05020981,7.462050423,40.2012548,0.056413452,5.291784286,-4.319999695
493,"0",8.22,"10/8/2025","10:16:14",2,"ALT_HOLD",13.59284783,3.852717391,52.36932783,1.7272917330348,0.542,542,7.277777778,47.6260359,-122.3751093,47.6260426,-122.3751167,-9.365612984,21.69773483,47.62602961,-122.3752738,4.087989136,-4.559999943,"VFR_alt",122.3214314,0.084439054,7.123011373,36.62769073,0.090358341,5.530702114,-4.559999943
494,"0",8.23,"10/8/2025","10:16:15",2,"ALT_HOLD",13.58972826,3.424782609,46.54143707,1.67707230532944,0.543,543,7.305555556,47.6260374,-122.3751098,47.6260428,-122.3751159,-9.350489616,21.76182938,47.62602975,-122.3752729,3.889782492,-4.799999714,"VFR_alt",120.5587517,0.082801181,6.777651312,33.16979715,0.065854588,5.777153015,-4.799999714
495,"0",8.25,"10/8/2025","10:16:16",2,"ALT_HOLD",13.59933846,3.066923077,41.70813646,1.63051062170086,0.544,544,7.305555556,47.6260374,-122.3751076,47.6260426,-122.3751153,-9.36952877,21.80404091,47.62602958,-122.3752724,3.640666533,-5.049999714,"VFR_alt",121.3252753,0.055540601,6.343585625,29.05243175,0.046306618,6.019185066,-5.049999714
496,"0",8.27,"10/8/2025","10:16:17",2,"ALT_HOLD",13.60574457,2.860434783,38.91821136,1.60117107334968,0.545,545,7.333333333,47.6260388,-122.3751056,47.6260425,-122.3751147,-9.394627571,21.84819031,47.62602935,-122.3752718,3.391086853,-5.289999962,"VFR_alt",121.8172304,0.038722822,5.908711941,25.20546314,0.050785029,6.256870747,-5.289999962
497,"0",8.28,"10/8/2025","10:16:18",2,"ALT_HOLD",13.60011957,2.982608696,40.56372859,1.61871450022845,0.546,546,7.333333333,47.6260372,-122.3751071,47.6260423,-122.375114,-9.413179398,21.9052906,47.62602919,-122.375271,3.142934677,-5.529999733,"VFR_alt",121.9129764,0.035810456,5.476325574,21.65576273,0.060038438,6.496735096,-5.529999733
498,"0",8.3,"10/8/2025","10:16:19",2,"ALT_HOLD",13.59332787,2.817650273,38.30068301,1.59440009808272,0.546,546,7.333333333,47.6260366,-122.3751067,47.6260421,-122.3751133,-9.434016228,21.9557476,47.626029,-122.3752703,2.951803207,-5.759999752,"VFR_alt",122.065122,0.039816511,5.143293467,19.10496412,0.054590131,6.729992867,-5.759999752
499,"0",8.32,"10/8/2025","10:16:20",2,"ALT_HOLD",13.60476271,2.504180791,34.0687461,1.54492023774959,0.547,547,7.361111111,47.6260382,-122.3751057,47.6260419,-122.3751124,-9.46066761,22.02651024,47.62602876,-122.3752694,2.753559293,-5.989999771,"VFR_alt",122.2090134,0.041984805,4.797868465,16.62239433,0.075615121,6.959512234,-5.989999771
500,"0",8.33,"10/8/2025","10:16:21",2,"ALT_HOLD",13.60042703,4.167027027,56.67606357,1.76099561183333,0.549,549,7.388888889,47.6260385,-122.375105,47.6260417,-122.3751116,-9.482676506,22.08724976,47.62602856,-122.3752686,2.526810762,-6.190000057,"VFR_alt",122.2227942,0.04213899,4.402776328,13.99994159,0.064604028,7.167311192,-6.190000057
501,"0",8.35,"10/8/2025","10:16:22",2,"ALT_HOLD",13.60228342,4.059679144,55.2198331,1.74988955198191,0.55,550,7.388888889,47.6260404,-122.3751031,47.6260415,-122.3751108,-9.505096436,22.14359665,47.62602836,-122.3752678,2.34187157,-6.379999638,"VFR_alt",122.1728035,0.038113293,4.080533796,12.02328663,0.06064343,7.361526012,-6.379999638
502,"0",8.37,"10/8/2025","10:16:23",2,"ALT_HOLD",13.60542487,2.520103627,34.28700943,1.54761485351204,0.55,550,7.388888889,47.6260442,-122.3751006,47.6260414,-122.3751102,-9.513842583,22.19089317,47.62602828,-122.3752672,2.138808196,-6.589999676,"VFR_alt",122.0976554,0.033190232,3.726711251,10.03027266,0.048098402,7.571384907,-6.589999676
503,"0",8.38,"10/8/2025","10:16:24",2,"ALT_HOLD",13.60991509,2.547783019,34.67510344,1.55236524102582,0.551,551,7.416666667,47.6260439,-122.3751017,47.6260414,-122.3751095,-9.508626938,22.2444191,47.62602833,-122.3752665,1.91382072,-6.819999695,"VFR_alt",122.0486233,0.036165327,3.334687618,8.035495135,0.053779434,7.788441181,-6.819999695
504,"0",8.4,"10/8/2025","10:16:25",2,"ALT_HOLD",13.60348309,2.558985507,34.81112546,1.55401797008721,0.552,552,7.416666667,47.6260434,-122.3751034,47.6260414,-122.3751088,-9.507716179,22.29513168,47.62602834,-122.3752658,1.731449275,-7.039999962,"VFR_alt",121.9521063,0.040409993,3.016919191,6.573707332,0.050720763,8.009614944,-7.039999962
505,"0",8.42,"10/8/2025","10:16:26",2,"ALT_HOLD",13.60569194,2.526303318,34.37214024,1.54866133819477,0.552,552,7.416666667,47.626043,-122.3751016,47.6260414,-122.3751081,-9.508304596,22.34306717,47.62602833,-122.3752652,1.520284345,-7.25,"VFR_alt",121.6306015,0.037443891,2.648980299,5.073946751,0.047939097,8.224210739,-7.25
506,"0",8.43,"10/8/2025","10:16:27",2,"ALT_HOLD",13.61088732,2.279061033,31.01975408,1.50541799210205,0.553,553,7.444444444,47.6260385,-122.3751051,47.6260414,-122.3751076,-9.503316879,22.38434029,47.62602838,-122.3752646,1.309671363,-7.440000057,"VFR_alt",121.3925707,0.0324567,2.282003133,3.765801403,0.041573399,8.416934967,-7.440000057
507,"0",8.45,"10/8/2025","10:16:28",2,"ALT_HOLD",13.65370531,1.540531401,21.02727203,1.3429607152317,0.553,553,7.444444444,47.6260361,-122.3751056,47.6260415,-122.3751071,-9.493825912,22.41832733,47.62602846,-122.3752642,1.156425106,-7.569999695,"VFR_alt",121.0689964,0.035341012,2.01498314,2.932776684,0.035287359,8.551638603,-7.569999695
508,"0",8.47,"10/8/2025","10:16:29",2,"ALT_HOLD",13.67008867,1.20817734,16.51552828,1.2434232404621,0.554,554,7.444444444,47.6260383,-122.3751012,47.6260415,-122.3751066,-9.487131119,22.46012497,47.62602852,-122.3752636,1.049852187,-7.659999847,"VFR_alt",120.755554,0.044299554,1.829287901,2.41638522,0.0423304,8.650912285,-7.659999847
509,"0",8.48,"10/8/2025","10:16:30",2,"ALT_HOLD",13.66113433,1.215174129,16.60062846,1.2455281753049,0.554,554,7.444444444,47.6260383,-122.3751012,47.6260417,-122.3751061,-9.464338303,22.49960518,47.62602873,-122.3752631,0.958656695,-7.730000019,"VFR_alt",120.8172459,0.045529511,1.670386665,2.017734002,0.045587272,8.720430374,-7.730000019
510,"0",8.5,"10/8/2025","10:16:31",2,"ALT_HOLD",13.66238756,1.243923445,16.99433957,1.25513591176314,0.554,554,7.444444444,47.6260411,-122.3751002,47.6260419,-122.3751054,-9.445171356,22.54631996,47.6260289,-122.3752625,0.905023895,-7.75,"VFR_alt",121.0025426,0.038694413,1.576935574,1.7948221,0.050493987,8.747216225,-7.75
511,"0",8.52,"10/8/2025","10:16:32",21,"SURFTRAK",13.65269444,1.413611111,19.29968074,1.30748920766954,0.555,555,7.472222222,47.6260474,-122.3750946,47.6260421,-122.3751049,-9.420693398,22.58813286,47.62602912,-122.3752619,0.879120344,-7.739999771,"VFR_alt",120.7290626,0.037365721,1.5318006,1.694043232,0.048450891,8.734816551,-7.739999771
512,"0",8.53,"10/8/2025","10:16:33",21,"SURFTRAK",13.64253623,1.484879227,20.25745676,1.32751130434685,0.555,555,7.472222222,47.6260436,-122.3750987,47.6260424,-122.3751043,-9.394337654,22.62860107,47.62602936,-122.3752614,0.913768087,-7.699999809,"VFR_alt",120.1129971,0.036474532,1.592171666,1.830169572,0.04829391,8.701734543,-7.699999809
513,"0",8.55,"10/8/2025","10:16:34",21,"SURFTRAK",13.63602871,1.527320574,20.8266823,1.33898772708322,0.556,556,7.472222222,47.6260417,-122.375102,47.6260425,-122.3751039,-9.379833221,22.65898705,47.62602949,-122.375261,0.941052628,-7.649999619,"VFR_alt",119.4841692,0.033691953,1.639712913,1.940530639,0.033670251,8.654849052,-7.649999619
514,"0",8.57,"10/8/2025","10:16:35",21,"SURFTRAK",13.64129108,1.534600939,20.93410103,1.34111983952916,0.556,556,7.472222222,47.6260427,-122.3750978,47.6260426,-122.3751035,-9.366610527,22.6915493,47.6260296,-122.3752606,0.973380247,-7.609999657,"VFR_alt",118.9685364,0.036181437,1.69604134,2.076419121,0.035144561,8.606408119,-7.609999657
515,"0",8.58,"10/8/2025","10:16:36",21,"SURFTRAK",13.63957561,1.509902439,20.59439712,1.33434108376615,0.557,557,7.472222222,47.6260419,-122.3750992,47.6260427,-122.3751032,-9.354981422,22.71148491,47.62602971,-122.3752603,1.005707304,-7.579999924,"VFR_alt",123.520293,0.034194473,1.752368787,2.216557847,0.023079526,8.578214645,-7.579999924
516,"0",8.6,"10/8/2025","10:16:37",21,"SURFTRAK",13.53109346,7.95771028,106.9940313,2.03339975321745,0.559,559,7.527777778,47.6260417,-122.3750992,47.6260423,-122.3751041,-9.413986206,22.63747025,47.62602918,-122.3752613,1.026401844,-7.569999695,"VFR_alt",157.4173966,0.07102097,1.788427455,2.308513425,0.094655876,8.566825867,-7.569999695
517,"0",8.62,"10/8/2025","10:16:38",21,"SURFTRAK",13.61393301,2.044545455,27.83468632,1.459915231272,0.56,560,7.527777778,47.6260426,-122.3750988,47.6260422,-122.3751042,-9.428536415,22.62911415,47.62602918,-122.3752613,1.039377953,-7.569999695,"VFR_alt",164.8189529,0.090814381,1.811037342,2.367418876,0,8.561167717,-7.569999695
518,"0",8.63,"10/8/2025","10:16:39",21,"SURFTRAK",13.60949254,2.483233831,33.77259721,1.54123712990805,0.561,561,7.555555556,47.6260393,-122.3751028,47.6260424,-122.375104,-9.396458626,22.64522743,47.62602947,-122.3752611,1.041442747,-7.569999695,"VFR_alt",174.629787,0.049088406,1.814635089,2.376642201,0.035897387,8.562128067,-7.569999695
519,"0",8.65,"10/8/2025","10:16:40",21,"SURFTRAK",13.53946535,6.653762376,89.68098713,1.95751623909871,0.563,563,7.583333333,47.6260384,-122.3751034,47.6260406,-122.3751047,-9.600380898,22.59186935,47.62602763,-122.3752618,1.04886134,-7.569999695,"VFR_alt",182.101894,0.256597079,1.827561425,2.410779634,0.210787517,8.561015129,-7.569999695
520,"0",8.67,"10/8/2025","10:16:41",21,"SURFTRAK",13.41474038,15.66985577,210.206995,2.32470829757197,0.567,567,7.638888889,47.6260384,-122.3751034,47.6260382,-122.3751044,-9.872700691,22.62358856,47.62602518,-122.3752613,1.03725958,-7.599999905,"VFR_alt",177.129807,0.288857832,1.807346238,2.358477044,0.274160862,8.594385147,-7.599999905
521,"0",8.68,"10/8/2025","10:16:42",21,"SURFTRAK",13.41397143,15.77428571,211.5957914,2.32755466286908,0.572,572,7.694444444,47.6260375,-122.3751023,47.6260352,-122.3751041,-10.2026453,22.64469719,47.62602222,-122.3752611,1.023809501,-7.639999866,"VFR_alt",175.1707821,0.314470466,1.783910494,2.296931169,0.330619147,8.628310204,-7.639999866
522,"0",8.7,"10/8/2025","10:16:43",21,"SURFTRAK",13.38379524,16.14066667,216.0187394,2.33649723645973,0.576,576,7.75,47.6260364,-122.375104,47.6260321,-122.3751041,-10.54917431,22.6455307,47.6260191,-122.3752611,1.028666639,-7.669999599,"VFR_alt",177.0792754,0.344540085,1.79237369,2.318686937,0.346530009,8.660447121,-7.669999599
523,"0",8.72,"10/8/2025","10:16:44",21,"SURFTRAK",13.37716746,16.42330144,219.6970281,2.3437964850037,0.581,581,7.805555556,47.6260352,-122.3751013,47.6260289,-122.3751045,-10.89995766,22.60929108,47.62601594,-122.3752615,1.051291817,-7.699999809,"VFR_alt",179.3945141,0.360710032,1.831796348,2.422131435,0.352650348,8.693498611,-7.699999809
524,"0",8.73,"10/8/2025","10:16:45",21,"SURFTRAK",13.4005,17.37379808,232.8136346,2.36886983299729,0.586,586,7.888888889,47.6260319,-122.3751025,47.6260258,-122.375105,-11.25081253,22.56765556,47.62601279,-122.3752621,1.052451873,-7.739999771,"VFR_alt",177.742516,0.385247512,1.833817658,2.427167838,0.353316654,8.732533455,-7.739999771
525,"0",8.75,"10/8/2025","10:16:46",21,"SURFTRAK",13.37337981,17.99115385,240.602433,2.38310130343069,0.591,591,7.944444444,47.626027,-122.3751061,47.6260226,-122.3751057,-11.60703182,22.51967812,47.62600958,-122.3752627,1.066538398,-7.779999733,"VFR_alt",176.7743982,0.372329159,1.85836236,2.492638157,0.359435696,8.771112442,-7.779999733
526,"0",8.77,"10/8/2025","10:16:47",21,"SURFTRAK",13.37107075,18.06268868,241.5175167,2.38474311255234,0.596,596,8,47.6260226,-122.3751038,47.6260192,-122.3751063,-11.97869205,22.47560692,47.62600624,-122.3752633,1.098396237,-7.839999676,"VFR_alt",176.666428,0.381680871,1.913872231,2.643957362,0.374264076,8.82380867,-7.839999676
527,"0",8.78,"10/8/2025","10:16:48",21,"SURFTRAK",13.43255172,5.476551724,73.27806103,1.87086055830196,0.597,597,8.027777778,47.6260217,-122.3751034,47.6260167,-122.3751065,-12.26244068,22.46663857,47.62600369,-122.3752634,1.109261099,-7.869999886,"VFR_alt",175.4709327,0.235114331,1.93280343,2.696890995,0.283890321,8.861652374,-7.869999886
528,"0",8.8,"10/8/2025","10:16:49",21,"SURFTRAK",13.626,1.586760563,21.62119944,1.3545156287222,0.598,598,8.027777778,47.6260205,-122.3751044,47.6260152,-122.3751063,-12.42717648,22.48051071,47.62600221,-122.3752633,1.155821567,-7.909999847,"VFR_alt",174.6331743,0.177553115,2.013931518,2.927923055,0.165318838,8.900933266,-7.909999847
529,"0",8.82,"10/8/2025","10:16:50",21,"SURFTRAK",13.63186735,1.754846939,23.92144949,1.39657329830822,0.598,598,8.055555556,47.6260141,-122.3751058,47.6260146,-122.3751059,-12.49547863,22.51049042,47.62600159,-122.3752629,1.138316314,-7.949999809,"VFR_alt",175.7675094,0.099620189,1.983429941,2.840589278,0.074592004,8.940848351,-7.949999809
530,"0",8.83,"10/8/2025","10:16:51",21,"SURFTRAK",13.6357177,1.649473684,22.49173349,1.37091506519668,0.599,599,8.055555556,47.6260093,-122.3751111,47.6260142,-122.3751056,-12.54558659,22.53100204,47.62600114,-122.3752626,1.089999974,-7.989999771,"VFR_alt",176.2396395,0.059128368,1.899242379,2.603792935,0.054143643,8.978944778,-7.989999771
531,"0",8.85,"10/8/2025","10:16:52",21,"SURFTRAK",13.63047826,1.657439614,22.59169329,1.37275911342106,0.599,599,8.055555556,47.6260052,-122.3751149,47.6260137,-122.3751054,-12.5916481,22.54873085,47.62600073,-122.3752623,1.045555512,-8.039999962,"VFR_alt",176.3166589,0.04852611,1.821801271,2.396131508,0.049355585,9.031428337,-8.039999962
532,"0",8.87,"10/8/2025","10:16:53",21,"SURFTRAK",13.64050472,1.590141509,21.69005363,1.35583552238055,0.6,600,8.055555556,47.6260033,-122.3751153,47.6260132,-122.3751053,-12.64985275,22.55433273,47.62600021,-122.3752623,1.001603765,-8.099999428,"VFR_alt",176.731382,0.049543083,1.745218681,2.198409829,0.058473605,9.092698097,-8.099999428
533,"0",8.88,"10/8/2025","10:16:54",21,"SURFTRAK",13.64448571,1.447571429,19.75136886,1.31704675014384,0.6,600,8.083333333,47.6260005,-122.3751163,47.6260129,-122.3751049,-12.68730831,22.58318138,47.62599987,-122.3752619,0.964952355,-8.159999847,"VFR_alt",177.14758,0.051373862,1.681356376,2.040701188,0.047277515,9.146948814,-8.159999847
534,"0",8.9,"10/8/2025","10:16:55",21,"SURFTRAK",13.63930435,1.530869565,20.87979478,1.34004324424587,0.601,601,8.083333333,47.6259989,-122.3751177,47.6260125,-122.3751047,-12.7268219,22.6046524,47.62599951,-122.3752616,0.921594189,-8.199999809,"VFR_alt",177.3147483,0.04517118,1.605808056,1.861399431,0.044970307,9.187524796,-8.199999809
535,"0",8.92,"10/8/2025","10:16:56",21,"SURFTRAK",13.63577512,1.573588517,21.45701885,1.35135210353159,0.601,601,8.083333333,47.6259974,-122.3751178,47.6260122,-122.3751045,-12.76435471,22.61476707,47.62599918,-122.3752615,0.891196157,-8.220000267,"VFR_alt",177.6429021,0.038347653,1.552841788,1.740633757,0.038871816,9.213843346,-8.220000267
536,"0",8.93,"10/8/2025","10:16:57",21,"SURFTRAK",13.63754502,1.520805687,20.74001773,1.33725989393786,0.602,602,8.083333333,47.6259973,-122.3751171,47.6260119,-122.3751043,-12.79405403,22.63223457,47.62599891,-122.3752612,0.873033168,-8.220000267,"VFR_alt",177.7796797,0.043497325,1.521194156,1.670242044,0.034455238,9.213429451,-8.220000267
537,"0",8.95,"10/8/2025","10:16:58",21,"SURFTRAK",13.63231429,1.612285714,21.97919057,1.36133472682513,0.602,602,8.083333333,47.6259951,-122.3751189,47.6260116,-122.375104,-12.82718277,22.65268517,47.62599861,-122.375261,0.855523778,-8.199999809,"VFR_alt",177.5283844,0.043400896,1.49068537,1.604061986,0.038932506,9.196800232,-8.199999809
538,"0",8.97,"10/8/2025","10:16:59",21,"SURFTRAK",13.63296635,1.720384615,23.45392514,1.38834857838095,0.602,602,8.111111111,47.6259976,-122.3751133,47.6260113,-122.3751037,-12.85875416,22.67370033,47.62599833,-122.3752607,0.881490378,-8.170000076,"VFR_alt",177.3659215,0.042699285,1.535930205,1.70282731,0.03792611,9.172825813,-8.170000076
539,"0",8.98,"10/8/2025","10:17:00",21,"SURFTRAK",13.62904145,1.758031088,23.96027472,1.39724936100732,0.603,603,8.111111111,47.6259959,-122.3751179,47.6260111,-122.3751034,-12.88829327,22.696661,47.62599806,-122.3752604,0.906217587,-8.149999619,"VFR_alt",177.3936341,0.040568942,1.579015492,1.799665428,0.037413246,9.14855957,-8.149999619
540,"0",9,"10/8/2025","10:17:01",21,"SURFTRAK",13.6297,1.791761905,24.42119719,1.40519599943466,0.603,603,8.111111111,47.6259936,-122.3751205,47.6260107,-122.3751033,-12.92500019,22.70404434,47.62599773,-122.3752603,0.924952364,-8.119999886,"VFR_alt",177.5097706,0.036215322,1.611659422,1.87520907,0.037442117,9.11685276,-8.119999886
541,"0",9.02,"10/8/2025","10:17:02",21,"SURFTRAK",13.63126442,1.808990385,24.65869832,1.40923462059775,0.604,604,8.111111111,47.625992,-122.3751225,47.6260103,-122.3751034,-12.97187328,22.70147133,47.62599731,-122.3752603,0.956490367,-8.090000153,"VFR_alt",177.7173402,0.031364409,1.666612002,2.004749322,0.04694366,9.08327198,-8.090000153
542,"0",9.03,"10/8/2025","10:17:03",21,"SURFTRAK",13.63197183,1.714507042,23.37216141,1.38689404567269,0.604,604,8.138888889,47.625992,-122.3751225,47.6260102,-122.3751032,-12.98956203,22.7147274,47.62599715,-122.3752601,0.970093866,-8.059999466,"VFR_alt",177.9081256,0.029633271,1.690315069,2.062189511,0.022104646,9.057048798,-8.059999466
543,"0",9.05,"10/8/2025","10:17:04",21,"SURFTRAK",13.63025962,1.721826923,23.46897865,1.3886158420152,0.605,605,8.138888889,47.6259872,-122.3751286,47.62601,-122.375103,-13.00735474,22.72989845,47.62599699,-122.3752599,0.990192266,-8.050000191,"VFR_alt",178.1642894,0.032720137,1.725335009,2.148516059,0.023382494,9.04537487,-8.050000191
544,"0",9.07,"10/8/2025","10:17:05",21,"SURFTRAK",13.6371934,1.717122642,23.41677217,1.38768825086962,0.605,605,8.138888889,47.6259857,-122.3751292,47.6260097,-122.375103,-13.04370594,22.72748375,47.62599666,-122.37526,0.998490558,-8.050000191,"VFR_alt",178.3756671,0.031197547,1.739794155,2.184648494,0.036431316,9.047134399,-8.050000191
545,"0",9.08,"10/8/2025","10:17:06",21,"SURFTRAK",13.63267788,1.735576923,23.66054207,1.39200261870831,0.606,606,8.138888889,47.6259879,-122.3751254,47.6260093,-122.3751032,-13.08893394,22.71563911,47.62599626,-122.3752601,0.997548065,-8.059999466,"VFR_alt",178.6297522,0.029944407,1.738151931,2.180538704,0.046753265,9.054404259,-8.059999466
546,"0",9.1,"10/8/2025","10:17:07",21,"SURFTRAK",13.63307109,1.691706161,23.06305706,1.38135080089034,0.606,606,8.166666667,47.6259881,-122.3751253,47.626009,-122.3751032,-13.1198473,22.71164894,47.62599598,-122.3752602,0.988388577,-8.069999695,"VFR_alt",178.6554426,0.030900893,1.722192218,2.140668931,0.031169807,9.061879158,-8.069999695
547,"0",9.12,"10/8/2025","10:17:08",21,"SURFTRAK",13.63157692,1.67125,22.78172375,1.37624333001278,0.607,607,8.166666667,47.6259867,-122.3751292,47.6260087,-122.3751033,-13.15473366,22.69666862,47.62599566,-122.3752604,0.976730732,-8.069999695,"VFR_alt",178.6718756,0.029524967,1.701879305,2.090560141,0.03796667,9.06641674,-8.069999695
548,"0",9.13,"10/8/2025","10:17:09",21,"SURFTRAK",13.63177885,1.725480769,23.52125115,1.38954262545807,0.607,607,8.166666667,47.6259867,-122.3751292,47.6260086,-122.3751034,-13.1636982,22.69835663,47.62599566,-122.3752604,0.959999979,-8.079999924,"VFR_alt",178.856919,0.030321902,1.672727235,2.019437926,0,9.072930336,-8.079999924
549,"0",9.15,"10/8/2025","10:17:10",21,"SURFTRAK",13.63733679,1.616476684,22.04440528,1.36256550452185,0.608,608,8.166666667,47.6259809,-122.375137,47.6260083,-122.3751036,-13.19856071,22.67553902,47.62599535,-122.3752607,0.955854905,-8.090000153,"VFR_alt",179.1047778,0.031854532,1.665504758,2.002089756,0.041665796,9.081111908,-8.090000153
550,"0",9.17,"10/8/2025","10:17:11",21,"SURFTRAK",13.63205556,1.654444444,22.55351611,1.3720557485429,0.608,608,8.166666667,47.6259796,-122.3751375,47.6260079,-122.3751039,-13.24189949,22.651371,47.62599496,-122.375261,0.949675914,-8.090000153,"VFR_alt",179.2633417,0.032564844,1.654738336,1.976296089,0.049621995,9.086136818,-8.090000153
551,"0",9.18,"10/8/2025","10:17:12",21,"SURFTRAK",13.63237981,1.669038462,22.7530399,1.37571919826876,0.609,609,8.194444444,47.6259767,-122.3751422,47.6260076,-122.3751043,-13.27880192,22.62625313,47.62599463,-122.3752613,0.939567306,-8.090000153,"VFR_alt",179.4226791,0.032946298,1.637124851,1.934507811,0.044639632,9.089330673,-8.090000153
552,"0",9.2,"10/8/2025","10:17:13",21,"SURFTRAK",13.62966667,1.652647059,22.52468882,1.3715238873745,0.609,609,8.194444444,47.6259854,-122.3751288,47.6260072,-122.3751047,-13.31748867,22.59435081,47.62599428,-122.3752618,0.937156863,-8.090000153,"VFR_alt",179.5681381,0.030684862,1.632924837,1.92467804,0.050144017,9.082163811,-8.090000153
553,"0",9.22,"10/8/2025","10:17:14",21,"SURFTRAK",13.62520283,1.717688679,23.4030741,1.3874445386573,0.61,610,8.194444444,47.6259879,-122.3751266,47.626007,-122.3751049,-13.33940411,22.58029747,47.62599408,-122.3752619,0.943820749,-8.069999695,"VFR_alt",179.5201349,0.032601376,1.644536153,1.952044217,0.026034262,9.070430756,-8.069999695
554,"0",9.23,"10/8/2025","10:17:15",21,"SURFTRAK",13.62909615,1.644134615,22.40815279,1.36936714352309,0.61,610,8.194444444,47.6259875,-122.3751275,47.626007,-122.3751048,-13.3361969,22.58414268,47.62599408,-122.3752619,0.938749999,-8.069999695,"VFR_alt",179.6082309,0.037722641,1.635700755,1.931099819,0,9.061506271,-8.069999695
